------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 05:51AM on August 19, 2022
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.973244410589292e+24 34216026218.044174 26623910437.00864 9.818634933837371
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.208751859010017 6.152341551250569 1.88993805916064 -0.25281039086602725 -2.6824947170971263 8.041777290864731
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   9782             nan             nan             nan   -6.2081229139    1.8899122147   -2.6816726176
   9783             nan             nan             nan   -6.2081229781    1.8899122174   -2.6816727016
   9784             nan             nan             nan   -6.2081230424    1.8899122200   -2.6816727856
   9785             nan             nan             nan   -6.2081231067    1.8899122226   -2.6816728696
   9786             nan             nan             nan   -6.2081231709    1.8899122253   -2.6816729536
   9787             nan             nan             nan   -6.2081232352    1.8899122279   -2.6816730376
   9788             nan             nan             nan   -6.2081232994    1.8899122306   -2.6816731215
   9789             nan             nan             nan   -6.2081233636    1.8899122332   -2.6816732055
   9790             nan             nan             nan   -6.2081234278    1.8899122358   -2.6816732894
   9791             nan             nan             nan   -6.2081234920    1.8899122385   -2.6816733733
   9792             nan             nan             nan   -6.2081235562    1.8899122411   -2.6816734572
   9793             nan             nan             nan   -6.2081236203    1.8899122437   -2.6816735410
   9794             nan             nan             nan   -6.2081236845    1.8899122464   -2.6816736249
   9795             nan             nan             nan   -6.2081237486    1.8899122490   -2.6816737087
   9796             nan             nan             nan   -6.2081238127    1.8899122516   -2.6816737925
   9797             nan             nan             nan   -6.2081238768    1.8899122543   -2.6816738763
   9798             nan             nan             nan   -6.2081239409    1.8899122569   -2.6816739601
   9799             nan             nan             nan   -6.2081240050    1.8899122595   -2.6816740438
   9800             nan             nan             nan   -6.2081240691    1.8899122622   -2.6816741276
   9801             nan             nan             nan   -6.2081241331    1.8899122648   -2.6816742113
   9802             nan             nan             nan   -6.2081241972    1.8899122674   -2.6816742950
   9803             nan             nan             nan   -6.2081242612    1.8899122701   -2.6816743787
   9804             nan             nan             nan   -6.2081243252    1.8899122727   -2.6816744624
   9805             nan             nan             nan   -6.2081243892    1.8899122753   -2.6816745460
   9806             nan             nan             nan   -6.2081244532    1.8899122780   -2.6816746297
   9807             nan             nan             nan   -6.2081245172    1.8899122806   -2.6816747133
   9808             nan             nan             nan   -6.2081245811    1.8899122832   -2.6816747969
   9809             nan             nan             nan   -6.2081246451    1.8899122859   -2.6816748805
   9810             nan             nan             nan   -6.2081247090    1.8899122885   -2.6816749641
   9811             nan             nan             nan   -6.2081247729    1.8899122911   -2.6816750476
   9812             nan             nan             nan   -6.2081248368    1.8899122937   -2.6816751312
   9813             nan             nan             nan   -6.2081249007    1.8899122964   -2.6816752147
   9814             nan             nan             nan   -6.2081249646    1.8899122990   -2.6816752982
   9815             nan             nan             nan   -6.2081250285    1.8899123016   -2.6816753817
   9816             nan             nan             nan   -6.2081250923    1.8899123042   -2.6816754651
   9817             nan             nan             nan   -6.2081251562    1.8899123069   -2.6816755486
   9818             nan             nan             nan   -6.2081252200    1.8899123095   -2.6816756320
   9819             nan             nan             nan   -6.2081252838    1.8899123121   -2.6816757154
   9820             nan             nan             nan   -6.2081253477    1.8899123147   -2.6816757988
   9821             nan             nan             nan   -6.2081254114    1.8899123173   -2.6816758822
   9822             nan             nan             nan   -6.2081254752    1.8899123200   -2.6816759656
   9823             nan             nan             nan   -6.2081255390    1.8899123226   -2.6816760489
   9824             nan             nan             nan   -6.2081256027    1.8899123252   -2.6816761323
   9825             nan             nan             nan   -6.2081256665    1.8899123278   -2.6816762156
   9826             nan             nan             nan   -6.2081257302    1.8899123304   -2.6816762989
   9827             nan             nan             nan   -6.2081257939    1.8899123331   -2.6816763822
   9828             nan             nan             nan   -6.2081258576    1.8899123357   -2.6816764654
   9829             nan             nan             nan   -6.2081259213    1.8899123383   -2.6816765487
   9830             nan             nan             nan   -6.2081259850    1.8899123409   -2.6816766319
   9831             nan             nan             nan   -6.2081260487    1.8899123435   -2.6816767151
   9832             nan             nan             nan   -6.2081261123    1.8899123461   -2.6816767983
   9833             nan             nan             nan   -6.2081261759    1.8899123488   -2.6816768815
   9834             nan             nan             nan   -6.2081262396    1.8899123514   -2.6816769647
   9835             nan             nan             nan   -6.2081263032    1.8899123540   -2.6816770478
   9836             nan             nan             nan   -6.2081263668    1.8899123566   -2.6816771310
